REVIEW_ID,MEMBER_ID,Reviews,sentiment_label
a2p3g000000KzJ0AAK,0011U00000rj36zQAA,the nurse listen to my issues  and communicated the issues correctly to the doctor    the doctor was open to me about my issues  and gave me several possible solutions none at this time,Negative
a2p1U000000Ro8JQAS,0011U00000rk8ObQAI,convenient and quality careforgot to fill a rx,Negative
a2p1U000000RoTlQAK,0011U00000rjPH8QAM,there was no one else in the waiting room  there was no waiting for the doctor  the doctor came in promptly  i had plenty of time to ask questions and ponder various ailments in a holistic way with the doctor since paladina is trying hard to disrupt standard medical care  i was hoping you had disrupted the standard tedium of filling out a multi page paper form before seeing the doctor   i could have done that online before my visit     if that had been an option   i don     t really expect this from any medical practice  but it would nice ,Negative
a2p1U000000Rp4yQAC,0011U00000rix5fQAA,one on one time with the doctor wasn     t rushed  everyone i interacted with was helpful and made me feel heard it would have been a lot more helpful to know when i made my appointment that i would have to end up making an appointment at a travel clinic for vaccines i was unable to get at paladina ,Negative
a2p3g000000KyvCAAS,0011U00000riTw7QAE,friendly   timely    not stuck waiting in waiting room a  long time ,Negative
a2p1U000000Rq8DQAS,0011U00000rijKkQAI,i was roomed timely and seen by the doctor timely  the doctor spent more time than she needed with me  but i felt truly cared for by her and the ma  i was able to address issues that i have had for years that i     ve felt had been ignored by previous providers or i didn     t have the opportunity to discuss  i was given options for my care and felt valued i showed up early to my appointment  i didn     t expect to get seen early  but i did hear the team chatting in the back  just a quick explanation that i wouldn     t get seen until my appointment time would have been great ,Negative
a2p1U000000RolAQAS,0011U00000ri32hQAA,you did everything right  from the moment i entered the door   i was welcomed and greeted with a smile and  in less than no time  i was escorted to the examination room where once again  the nurse in attendance could not have been kinder or more caring   dr  curtis was great   very thoughtful and thorough with regard to my examination and  was extremely caring  courteous and very professional    he was just the best in every way   he asked all the right questions and i could not have felt more comfortable or more certain that i had made the right choice for my health care and i am so very appreciative that i have dr  curtis in my corner  thank you dr  curtis  thank you so very much i cannot think of anything that could have been done or said that was not   it was a great experience and i consider myself and my wife very fortunate to be patients of dr  curtis and his great staff ,Negative
a2p3g000000KzpgAAC,0011U00000riAvDQAU,dr  mccay really takes the time to go thru my concerns and spends the time following up with our past discussions as well  i truly feel like he genuinely cares about my wellbeing and puts time into making a plan to address my issues  i am very thankful to have him as my provider and i trust him      ,Negative
a2p3g000000pg1KAAQ,0011U00000rjaNWQAY,good doctor  quick appointments  and convenient location for me there was no waiting  and good pandemic practice was followedthe blood draw was so so  with some needle adjustment required  but that happens sometimes ,Negative
a2p1U000000Ror6QAC,0011U00000rjbObQAI,took time to consider my broader context  timeline  trend   examined me personally apparently some detail of what we agreed for a special ultrasound was not clear in the notes  so we are following up to align on expectations with the ultrasound provider   patient caught the disconnect and avoided wrong scan  ,Negative
a2p3g000000LAa4AAG,0013g000006tigcAAA,the appointment was smooth and efficient  doing it online was not as strange as it initially seemed like it would be  everyone was very kind and respectful we spoke about all of my concerns and i was given plenty of time to think about what may be bothering me ,Negative
a2p1U000000RpEJQA0,0011U00000rjUYVQA2,when i came in for my appointment  i did not need to wait long and the staff was very efficient ,Negative
a2p3g000000owPHAAY,0011U00000ri2brQAA,took your time to take care of me and listen to what is going on with me ,Negative
a2p1U000000RpwYQAS,0011U00000rj1USQAY,mixed emotions on this  really felt comfortable with dr  marren weber and now she is no longer there  i     m not the only one upset about this  most of my co workers that were patients of dr  weber are not happy about this ,Negative
a2p1U000000RptJQAS,0011U00000riMDGQA2,i never have to wait  the doctor is very attenatative  precise  and experienced  clerks are so pleasant  prescriptions are always rechecked  i have even sent the doctor an email or picture and his response is very quick ,Negative
a2p3g000000owLvAAI,0011U00000riBIMQA2,spent a lot of time discussing history and working out my issuesi wish flu shots were available,Negative
a2p1U000000RpLDQA0,0011U00000rivbtQAA,i had a baby via c section about   months ago   kimberly spent a great deal of time with me talking about the postpartum symptoms i am experiencing as well as talking through some breastfeeding difficulties i am having   she also checked with a lactation consultant on some questions that i had and called me back promptly the next morning to let me know her findings   i appreciate the time and effort she spent with me my appointment had to be rescheduled due to the office being short staffed   additionally  i had to wait awhile to be seen  i am assuming for the same reason    while i don     t fault anyone in particular  that was a mild inconvenience ,Negative
a2p3g000000owMqAAI,0011U00000rjEbBQAU,the doctor is a substitute for my regular doctor  i found her confident engaging and helpful  pleased conversation feel additional help i need and deserveassistant that called me pre appointment was seemingly lacking basic medical knowledge  he was not strong in his knowledge of drugs or dosages  he was also disorganized asking questions ,Negative
a2p3g000000owKPAAY,0013g000007ZXKXAA4,convenience  and time slots available  as well as the amount of time the md is able to spend answering questions or educating the patient very polite staff  who reassured my concerns it was reportedly the first week for this clinic and the calendar was a bit off  so though the website allowed me to schedule a meeting for      am for example  the doctor     s personal calendar was not to begin that until the following week  i logged on and waited  after    minutes i called and found out the situation  although there was a pleasant sounding chime intermittently while i was waiting  there was no person to check on me or to reassure me say after    minutes or so  to let me know   quot we acknowledge your presence or have not forgotten you    the doctor will be with you in approx    minutes or       quot  that would have helped  anyways  once you get rollling  with this clinic  i am sure you will work out these details ,Negative
a2p1U000000RodVQAS,0011U00000rjgebQAA,same day appointment  close by work so don     t have to miss waiting in pcp waiting room for    to    mins past appointment time and bankers hours at regular pcp address the issue quickly  minimal waiting time ,Negative
a2p3g000000KzG3AAK,0011U00000rk0uNQAQ,i was very ill and they got me right away  i showed early and they took me in right then no waiting  team members were very friendly and helpful nothing everything was great ,Negative
a2p1U000000Rp4CQAS,0011U00000ri8LTQAY,no,Negative
a2p1U000000Rp5wQAC,0011U00000riSzRQAU,i liked what i was told about how paladina works versus traditional health care i spoke with katie  as my appointment was a  quot meet and greet quot   and she explained paladina to me as well as answering all my questions in a way that i could really understand  i will be scheduling my first physical appointment in the near future i still have a few questions regarding the  quot sharing of information between doctors quot  and the rules regarding the patient priority when waiting for a scheduled appointment  but i     m sure i will get my answer during my first appointment ,Negative
a2p3g000000KzrzAAC,0011U00000riF0bQAE,no one is in a hurry  they all take their time and care ,Negative
a2p3g000000KzqaAAC,0011U00000riPrKQAU,the doctor was excellent when i spoke to her  very professional  kind and attentive  the a communication of the office was lacking  the phone call never came at the right time and i called to learn there were computer problems  rescheduled for one hour later and again  late  no phone call  i called and they said the doctor would not be calling but she would call the next day at       it is now      and still no phone call the doctor was very impressive there was no courtesy phone call to myself that there was a change in schedule or telling me the doctor wasnt available or that i wouldnt be speaking with the doctor at all as planned ,Negative
a2p1U000000Rq42QAC,0011U00000riX1OQAU,i was greeted and taken back for my appt  on time and the doctor did not keep me waiting,Negative
a2p1U000000RoLUQA0,0011U00000rjFWzQAM,i like that the physicians spend adequate time with their patients   i have been able to go to paladina for things i used to see a specialist for  once i was in maintenance mode  addressed my questions  gave me some tips on things  i e  sleeping better   refilled my prescriptions and answered questions regarding my daughter     s upcoming appointment too my regular doctor is out on leave and it was a little difficult to schedule bloodwork and an appointment but i was able to go to labcorp to get my blood drawn prior to my appointment  so it all worked out ok ,Negative
a2p3g000000KzpiAAC,0011U00000rhvn6QAA,office visit is timelythoughly explained medical condition waiting too long to be seen by dr ,Negative
a2p1U000000Ro7SQAS,0011U00000rj7gbQAA,easy and convenient to make appointments  my doctor is excellent  i feel like i get personal attention i was greeted warmly and there was no waiting  the nurse had just the right balance between friendly and professional  dr malfease seemed to show genuine care about my health and gave me encouraging advice  he shared his concerns and was transparent in his thinking about my health issues  i felt comfortable talking about my worries i don     t really like the way i am sitting in the examination room  the chair is not particularly comfortable  i     m trapped in the corner  i feel like i need to sit at an angle to have a conversation with the doctor  i don     t know where to put my stuff ,Negative
a2p3g000000oeUMAAY,0011U00000sgyTnQAI,the ease of it doctor took time with me  able to over all my concerns i called in and left a message no one got back to me in regard to my issue ,Negative
a2p1U000000RqBSQA0,0011U00000rjnyyQAA,absolutely love how much time dr  everett took just  listening  to my concerns about the issues and symptoms i     ve been experiencing and building an understanding of my medical history  i     ve never experienced this before nothing ,Negative
a2p3g000000L0S1AAK,0011U00000riyt4QAA,the phone call that i had scheduled actually started fifteen minutes early  which i was satisfied with  also  the phone conversation was due to ongoing pain that i     ve been dealing with in which the cause has yet to be determined  but the doctor was very kind and seemed genuinely determined to do everything and anything needed to figure out and solve the issue there was nothing that i was displeased with during the appointment ,Negative
a2p1U000000RvPsQAK,0011U00000rjoKfQAI,because this last appointment i made an appointment to check my blood pressure and explained i had already done my vitality and forgot the paperwork and i went in for the appointment and they started doing my vitality screening the appointment was on time and see above i stated it previously ,Negative
a2p3g000000oRXTAA2,0011U00000rj4G6QAI,very reliable and show personal interest in each patientadministered a covid test for schooli was waiting for a while for the doctor to come see me,Negative
a2p1U000000RoS2QAK,0011U00000riVX5QAM,the nurse took good notes  was not in a hurry  was very thorough   the doctor was friendly and thorough   allowed me to fully explain and asked good questions to get a complete picture of the situation ,Negative
a2p3g000000KzEFAA0,0011U00000rjt7NQAQ,dr  carter always takes her time with me and i never feel rushed the staff is very friendly and make you feel welcome  dr  carter always listens and is compassionate about my health issues  she never rushes me  i am very comfortable now since i switched from dr  glaser to dr  carter,Negative
a2p1U000000Rq9vQAC,0011U00000rjkbLQAQ,it seems harder to get spots same day so i     m stuck with a      bill for minute clinic   i     m never told what the diagnosis is  just told what     s being prescribed  i have had the acne issues for over   months now and just described more meds and told to go to a chiropractor when i am already being adjusted by my pt   if our dr is not in we have to choose other options as the other refered my child to the ent to be scoped  i went for a  nd opinion at the asthma dr and all that was needed was a steroid and it cleared her right up  the  st time we saw the female there she was to suprised about another patient to focus on my child same issues just prescribed more meds and suggested an upper cervical chiropractor tuesdsy is way out of my budget considering insurance doesn     t cover chiropractic care ,Negative
a2p3g000000owMLAAY,0011U00000rhzgSQAQ,kim and team are so thorough in addressing the emotional phycological physicality of health  suggestions were provide  reviewed past information  and felt like having a conversation with a friend when i called in to schedule my appointment initially  the person who answered seemed a little confused  did not answer the phone professional i e  i had to ask if anyone was there and if it was paladina  but it may have just been off day  not the usual experience ,Negative
a2p1U000000RoALQA0,0011U00000rj03HQAQ,overall good  you do need a better way to get in when sick  i can never get into a location by me cared about me and wanted me to feel betterhad to drive    min each way to get to a location that could take me ,Negative
a2p3g000000KztDAAS,0011U00000rhsv9QAA,i was really happy i could get a phone appointment with an actual physician to establish myself with a primary care physician for the first time in five years  and it was a next day appointment  also the appointment was very thorough dr  bernardy was very thorough in taking my history  asking follow up questions  just trying to make sure she had a good understanding of my health and any concerns i have  i can     t remember the last time i had that much time with a doctor unfortunately the video conferencing platform didn     t work  although i was in the online waiting room  the doctor couldn     t see me  so eventually she just had to call me  i do think the staff could have been more helpful with that  when i called the person said the doctor was just running late but that wasn     t true ,Negative
a2p3g000000oRgzAAE,0011U00000rk4BEQAY,efficient and took the time to answer my questions and concerns lack of ability to read xrays at location ,Negative
a2p1U000000Rq3OQAS,0011U00000rhuhQQAQ,no nothingnothing,Negative
a2p3g000000pTBvAAM,0011U00000rk2GhQAI,dr o     malia listens to everythi g you need to discuss and gives you the answers you need   the entire team is very personable listened and recommendednothing,Negative
a2p1U000000RvENQA0,0011U00000rhvUsQAI,you do not take walkins for the lville area   i tried to do a walkin and was told appt onlyon time and quick  no waitingnothing,Negative
a2p3g000000pN16AAE,0011U000019xykOQAQ,i only had one visit and it     s hard to make judgement based on one visitit was very timelynothing it was my first visit ,Negative
a2p3g000000KyroAAC,0011U00000riPmRQAU,first you diagnosed me right away which was awesome  i was afraid i would go home with some suppositories and tell me it     s nothing but that was not the case  in addition i got the ct scan asap with a stat status  and i was saved  i feel tremendous reliefit all was really good,Negative
a2p1U000000Rq1nQAC,0011U00000rjkdIQAQ,doctor was attentive and easy to talk too i had gone in for a pregnancy test and the assistant had to rerun testing twice because they were not sure  i guess not accurate  ,Negative
a2p1U000000Rq9wQAC,0011U00000rii69QAA,the staff and care was excellent as always not the appointment  but the paladina portal was not easy to use or clear with getting another appointment after i left   i eventually just called,Negative
a2p3g000000Kyu0AAC,0011U000014s4spQAA,some disorganization at this new site  first appointment discovered no lab services available so had to return another day  now labs have been in portal a week but no call regarding abnormal results that need attention organized timely efficient  lab technician was friendly and skilled still waiting for that return call about my results ,Negative
a2p1U000000RpCSQA0,0011U00000rirQuQAI,fast  friendly and compassionate staff gave proper antibiotic for infection caused by pimple  however the culture has yet to be processed  which is frustrating because the doctor thought i might have mrsa which concerns me    ,Negative
a2p1U000000RoQAQA0,0011U00000rjDoFQAU,very attentive  dr was a good listener  very knowledgeable  asked the right questions  gave very good tips  was very informativesadly this location doesn     t take cash or checks  only card  made it difficult for me to pay,Negative
a2p1U000000RpJnQAK,0011U00000rjeVgQAI,i appreciate that dr  boyer takes time to answer all questions concerns and never seems to be in a hurry to get to the next patient ,Negative
a2p1U000000Rp8pQAC,0011U00000rihVWQAY,the nurse offered me a drink while i waited  that never happened at my other doctor appts  there was a peaceful waterfall scene on the monitor  the doctor and i conversed quite a bit  i enjoyed learning from him  he took care of all my issues  the nurse is fun i had to wait a little bit  given how well i was treated  i really didn     t mind ,Negative
a2p1U000000RqFUQA0,0011U00000rk0lzQAA,doctor was very thorough and knowledgeable   staff were excellent   no crowded waiting room a little hard to find the building ,Negative
a2p1U000000RoFMQA0,0011U00000rjfmnQAA,was able to schedule the appointment  and get through the appointment without disrupting my work schedule ,Negative
a2p3g000000peguAAA,0011U00000zRVNvQAO,no waiting  much appreciated ,Negative
a2p3g000000Kyu4AAC,0011U00000riUaOQAU,front desk service was terrible and  it welcoming at all the nurse practitioner was great she gave me great information and was very kindfront desk employee had a terrible attitude did not understand what was going on  was rude and the fact that she was very poor at customer service made my experience even worse ,Negative
a2p1U000000RofAQAS,0011U00000rjJyiQAE,i liked the intimacy and attention the physician allowed me welcoming  cooperativeobtain my previous medical records timely  however i was not surprised by the lack of attention from my previous pcp     s office ,Negative
a2p3g000000oeTtAAI,0011U000019xyaTQAQ,the place is dirty  there is unprofessional stuff at the front desk  trophy with a poop emoji hat  wtf   my partner and i were seen in the same room together  hipaa still applies even if you acirc  euro  trade re married   the door to our room was kept open until the tech was actually there to run the tests  why not closed for our privacy    she measured our heights wrong  we checked when we got home   in general it was a very unprofessional experience that i will never be repeating if i can possibly help it saw us promptlysee previous statement,Negative
a2p1U000000RooKQAS,0011U00000rjgXQQAY,everything went well   it was the first time i had seen this provider  since i just switched to paladina  and i was extremely pleased  there were no negatives ,Negative
a2p3g000000LAcnAAG,0013g000006tekoAAA,quick appointment availability and provider was helpful  but was confused about how the phone call appointment would work knowledgeable and nice provider  quick availabilityit was not communicated in advance how the phone call appointment would work  specifically  that they would call me and that they may be a bit late,Negative
a2p3g000000ozzSAAQ,0011U000019xyWWQAY,very timely   easy to get in and out quickly very friendly i think the scheduling of the flu shot was difficult because although i am covered under my district rsquo s insurance  they did not want inactive personnel to come into schools to receive the shot   it was miscommunication between the district and paladina ,Negative
a2p1U000000Rq1lQAC,0011U00000riny6QAA,i love paladina   the only issues i have is when i try to schedule an appointment at the location closest to me when i am sick that particular location is not always open   sometimes the doctor is at another location   and i thought i signed up for this plan due to convenience   not always that convenient if i would have to drive    miles out of my way for an apt when i am sick doctor and staff are pleasant and professional   no waiting on appointments   clean facility too much pre paperwork   i am always filling out the same thing when i go in   maybe something to send in advance of appointment or the old documents to verify for current status ,Negative
a2p1U000000Rpt0QAC,0011U00000rht1MQAQ,was not greeted at the waiting area  doctor had poor social interactions bedside manner  was unsure what to do when leaving appointment as there was no one at the desk again  so i just left the office scheduled me with a doctor on a day i wasn     t feeling well poor bedside manner  poor office interaction with patient  very little help offered from doctor to patient ,Negative
a2p1U000000Rp36QAC,0011U00000riUAXQA2,convenient  professional service and i am really impressed with dr  morgan no waiting  minimal paperwork  dr  listened to my concerns and offered different alternatives to management of some of the health concerns i have no recommendations,Negative
a2p1U000000RoR8QAK,0011U00000riiwNQAQ,educating me on my health and what i need to start doing with my body nothing ,Negative
a2p1U000000RoCJQA0,0011U00000rib8tQAA,this was my first visit and it was very easy to get in a see the nurse practioneri went in with chest pains   i had never had chest pains before and was scared of a heart attack   i believe i should have been see immediately but after i completed the paper work i had to wait in the lobby and then wait in the exam room   my wait time was over     minutes ,Negative
a2p3g000000oRcnAAE,0011U00000ri09WQAQ,actually listened to my issues and worked to address them all   she took her time and did not feel rushed,Negative
a2p1U000000RqGQQA0,0011U00000rjqmxQAA,caring  informative  and knowledgeablemaking an appointment online was very difficult   ended up just coming into work ,Negative
a2p3g000000phCxAAI,0013g000007a7mhAAA,they would not let me be seen in person  and did absolutely nothing for my pink eye the ability to get me  quot seen quot  on the day i need to be seen no remedy offer for my sympton ,Negative
a2p3g000000L1PeAAK,0011U00000rjimTQAQ,had to stop in to pick up stool collection kit  brought back sample next day  contacted office   days later for results  was told the test wasnt done by lab within    hours  and they didnt freeze it  so test is no good  said would have to repeat  and i could drop off at a lab  asked if there was another way to do test  waiting for call back ,Negative
a2p1U000000l8JKQAY,0011U000010pP76QAE,i like how dr  poptic explained how paladina health works and how she listened to my health history i was impressed  but kept waiting for some  quot fine print quot  that would ruin how nice this plan sounds ,Negative
a2p1U000000Rq08QAC,0011U00000rjC3DQAU,dr  hernandez     s shortened schedule and some lack of follow through between the clinic and my cardiologist     s office first time with megan  i felt comfortable and cared for nothing wrong during the appt   it was on a friday and monday morning the results of my blood work should have been faxed to cardiologist   wednesday came and doc did not have results  these can affect my valve and  need to be sent as soon as clinic receives from lab corps ,Negative
a2p1U000000l8CIQAY,0011U00000ripWjQAI,everyone there was kind  courteous  and professional  the sense of really being seen was very appreciated the exam room was cold ,Negative
a2p3g000000puVOAAY,0013g0000091uYVAAY,i like the concept  dont like that you don     t accept medicare friendly and caring no one at paladina told me you don     t take medicare although you could clearly see my birthdate indicating i am    ,Negative
a2p3g000000Kzt1AAC,0011U00000rjF5zQAE,dr guerzon was very good explaining everything to me took her time to hear my issues and addressed my issues with very good advice  she is a very knowledgeable and professional doctor  i     m so glad i     m part of palardine health care group  she     s a very experienced doctor and i     m happy to be her patient ,Negative
a2p1U000000RpscQAC,0011U00000rinxZQAQ,dr  austin smith was phenomenal  he listened intently to all of my needs and concerns  i could not have been more pleased everything was great  the only negative is that my first appointment was scheduled and i received a confirmation email  but when i showed up to the appointment i was told it had been canceled and could not be rescheduled for another two weeks ,Negative
a2p1U000000RqBkQAK,0011U00000sgxRrQAI,listen to the concerns that i had and agreed to treat me i was surprised they didn     t ask for medication allergies   the appointment was scheduled for      while the office did call to ask if they could push it to  pm it was still      before the physician made it into the exam room   so the wait time was longer than i expected it to be and i even made accommodations for them being late by coming later at their request   if i was not able to accommodate their request i would have had to reschedule ,Negative
a2p3g000000KzHuAAK,0011U00000rjdTiQAI,the dr  did not listen to me at all   he didn     t check my back at all and was more concerned that i talk oxy   times a day while waiting for my surgery   he advised me to take advil even after i was told by my surgeon not to take it due to my up coming surgery   when i advised him of this he told me it would be fine and would be out of my system in    hours   i returned to the  er after seeing him and the er dr stated he was extremely disappointed in my pcp as he didn     t even look at me   after he took the time to look at my back and feel around i was advised the mussels in my back is having spasms   i was given medication that is ok to take before surgery and a referral was sent to physical therapy the medical assist was great   that is all i can say that is positive the dr   didn     t listen to me at all   it was the worst experience of my life   i was in an accident over the weekend and had went to the er   my back pain had gotten worse so i made and appointment to be seen   when i arrived i was told they had called me and told me they could have done it over the phone   i hadn     t gotten the message so we continued with the appointment   the dr came in the room he didn     t look at my back or even feel it to see where it hurt   all he talked about was the oxy i take for lower back pain that will be corrected in an up coming surgery   he advised me to take advil and i told him i was advised by my surgeon not to take it because of surgery   he told me it would be out of my system in    hours so it would be fine   he then told me he could not up the oxy dose   i never asked him to up my oxy dose   not once did i ask for more oxy or to give me more   my oxy is controlled by my pain dr and reviewed every    days   had he asked question or listened to my concerns he would have known this ,Negative
a2p1U000000l8HIQAY,0011U00000rinhDQAQ,i always appreciate how friendly the nursing staff are  and how dr  wang never makes me feel rushed he is very thorough with addressing all of my concerns   the whole team is friendly  welcoming  and compassionate nothing  no concerns,Negative
a2p1U000000RoxRQAS,0011U00000ri5mXQAQ,everyone was so kind and attentive  i never felt rushed for a moment  which i appreciate so much honestly can     t think of anything  it was a positive experience all around ,Negative
a2p3g000000pEvZAAU,0011U000019xyjUQAQ,i like that my district has provided this as a health benefittimelyi noticed a labeled vial with a label used for blood draw under my chair  which seemed unprofessional,Negative
a2p1U000000Rp6LQAS,0011U00000rjj5tQAA,my initial blood results never went through for the biometric screening kind and courteousforgot to sign papers  had to come back,Negative
a2p1U000000l8KCQAY,0011U00000riY1SQAU,dr  mary explained my issues and options  she did an exam and was thoughtful and courteous ,Negative
a2p3g000000oRdqAAE,0011U00000riljtQAA,very timely no one at the front desk when i walked in ,Negative
a2p1U000000RosWQAS,0011U00000riXLVQA2,i did not know there was a different doctor  i joined paladina because i heard wonderful things about dr  thomas  when my appt  was confirmed  it did not have the name of the new dr i was not given cpt codes for xrays  i had to call  then cpt codes were wrong and weren     t covered  i called again  then given a cpt code that was expired   years ago  i called again  then a new order is sitting at dr  office right now  i do not trust that it is the correct one  i would like my boys and i to be placed on dr  thomas      patient list the dr  was kind and willing to spend a lot of time with us  she tried to problem solve ,Negative
a2p1U000000RpJ4QAK,0011U00000rju0nQAA,the doctor was very attentive and even noticed things i forgot to talk about scheduling was a little out ,Negative
a2p1U000000l8DVQAY,0011U00000riYE3QAM,i am still waiting for the results of an abdominal ultrasound   this is day      there is no reason for that o take this long ,Negative
a2p1U000000RoonQAC,0011U00000rjXzPQAU,dr  wang was very personable and attentive to my medical needs and concerns   he spent more time with me than any other physician i have seen   i was not rushed in and out with no time to explain my concerns   it was a unique and enlightening experience all was good,Negative
a2p1U000000l8LBQAY,0011U00000ri5sIQAQ,focus on preventative services   my lipids panel was not included my fasting blood work friendly  conversational missed lipids panel,Negative
a2p1U000000Rp97QAC,0011U00000rhtqBQAQ,we did not have to wait  two patients and the dr saw us both without having to make separate appointments   father and son  the dr asked us questions about how we were feeling and took the appropriate time in answering our questions  the dr followed up with a phone call to read the results     i really like the care that is given by paladina  hands down the best health care i and my family has ever received everything went well ,Negative
a2p1U000000RpAOQA0,0011U00000rhxuPQAQ,everything  i love dr  king she is professional  caring  and willing to take the time with you  she really tries to figure out what is going on and the nursing staff is courteous and caring as wellnothing,Negative
a2p1U000000RoIpQAK,0011U00000riHCgQAM,my dr listens to my concerns and always is helpful  i am a highly anxious person and i never feel anxious going to a appointment ,Negative
a2p3g000000oeUxAAI,0011U000019xyemQAA,the office was disorganized behind the desk   with a stuffed item that resembled a pile of poo   the examination room was dingy   an empty vial was dropped on floor and never picked up while i waited for the doctor   i did not see nor verify my name on the blood draw vial   the doctor and nurse were very personable though i was seen on time no verification of the vial of blood that was drawn    ,Negative
a2p1U000000Rv7tQAC,0011U00000rj0MrQAI,handy and my records are in one placedr masterson is wonderful and never makes you feel rushedna,Negative
a2p1U000000RojxQAC,0011U00000rk51zQAA,dr gorman seemed concerned but didn     t      t pressure me  friendly atmosphere all seemed caringtook long time to et prescription  antibiotic seemed to make me sick  headache  throwing up  bloody nose  diarrhea   probably partially my own fault  not taking with food  though not stated on label  it only stated may cause diarrhea,Negative
a2p1U000000RonTQAS,0011U00000rjCyKQAU,i was extremely pleased with the quality of care i received  i intended on only having a new pt  visit  and left with my annual women     s and derm exams completed  an important mental health condition addressed  and valuable pieces of medical advice on things such as supplements  nutrition  exercise and sleep the ma had to leave the room to grab missing materials a few times  blood pressure cuff  gown  draping  also  i didn     t love wearing the paper gown during my derm women     s exam  i prefer the actual gowns that you can tie untie as necessary for the exam  but you feel covered the rest of the time ,Negative
a2p3g000000L1PFAA0,0011U00000riIG8QAM,made me feel comfortablei guess if i have to critique something  i would say having tranquil music in waiting room,Negative
a2p1U000000l8HQQAY,0011U00000rjvT9QAI,got me back promptly and the staff spent a good amount of time with me for the very first time since i     ve been going to paladina i felt like the doctor was in a hurry and i really wanted to talk to the doctor privately which never happened  again for the very first time ,Negative
a2p1U000000RoRTQA0,0011U00000ri93UQAQ,was able to get a same day appointment dr  listened to all my concerns and spent an appropriate amount of time evaluating my condition  i didn     t feel rushed please start appointment on time  my time is valuable also ,Negative
a2p1U000000Rq8CQAS,0011U00000rjI94QAE,ok  i called on friday  the receptionist kept putting me on hold which is find then she said to me that she promised me someone would call me back by cob that same day  they never did  so then i walked into paladina yesterday and they told me they dont do walk ins which is fine but they always have before  then i  hear the receptionist tell the doctor that she was supposed to have called me back on friday  i hear the doctor mumble something back  to her and as she is walking to open the door so i can go to a room she said to the dr  so what should i tell her that i just started  that i am new here  i was floored  then just the whole appt was awful  let me put it this way  i will never ever be back that is for sure  very disappointingnot much really sorry to saysee my comments earlier,Negative
a2p1U000000Ro8gQAC,0011U00000riHqCQAU,the doctor and the staff were awesome  i came at the wrong time due to mix up from me and they still attend to me and make me feel so important  i will never go anywhere else but themnothing,Negative
a2p1U000000Ro7RQAS,0011U00000ri3vDQAQ,i sometimes feel as though the dr is trying to save the insurance company money above my health care needs   i had already been to a specialist and the paladina dr told me that those specialist are just trying to make money off patents   also i was told to use a pharmacy in town and not the on line pharmacy and was charged an excessive amount of my money out of pocket i was given medication to stop an allergic reaction it was an allergic reaction and because of a cancellation i was able to get in right away   not sure if that would have happened if not for the cancellation ,Negative
